MAL_ID,Name,Score,Genres,Type,Episodes,Ranked,Popularity,Members,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1
41223,Shi Yi Chang An: Ming Yue Ji Shi You,6.62,"Historical, Romance",ONA,12,5304,8289,2497,29,29,54,138,107,49,14,8,2,8
41224,Bai Yao Pu,6.95,"Adventure, Mystery, Historical, Supernatural, Fantasy",ONA,12,3807,7754,3118,48,37,108,162,110,38,14,9,4,6
41226,Uzaki-chan wa Asobitai!,7.05,"Slice of Life, Comedy, Romance, Ecchi",TV,12,3441,628,232181,7268,9945,24959,37052,19706,9425,4171,1912,1008,1038
41227,Youkoso Boku desu,Unknown,"Music, Comedy, Dementia",ONA,1,12998,17010,81,1,Unknown,Unknown,Unknown,7,6,5,3,2,10
41235,Sotsugyou ** Densha,5.2,Hentai,OVA,Unknown,Unknown,9274,1703,20,20,46,75,121,126,109,59,39,50
41236,Chiisana Tsubomi no Sono Oku ni...,6.93,Hentai,OVA,Unknown,Unknown,7399,3586,130,139,246,360,236,121,43,21,14,13
41250,Oshiete Hokusai! The Animation,Unknown,"Slice of Life, Comedy, Fantasy",ONA,10,11491,17449,55,Unknown,Unknown,Unknown,1,2,1,1,Unknown,Unknown,Unknown
41260,Yarichin Kateikyoushi Netori Houkoku,6.86,Hentai,OVA,2,Unknown,7084,4012,170,220,307,476,331,163,75,55,20,23
41261,Ane wa Yanmama Junyuu-chuu,7.64,Hentai,OVA,2,Unknown,5085,9262,1027,763,1215,1063,535,269,116,66,34,45
41265,Mars Red,Unknown,"Action, Military, Historical, Supernatural, Vampire",TV,Unknown,Unknown,4404,13159,1,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
41266,Bessatsu Olympia Kyklos,7.02,"Slice of Life, Comedy, Historical, Sports, Seinen",TV,24,3578,4459,12603,414,328,854,1131,750,361,182,84,67,79
41271,Koisuru Asteroid: Furikaeri - KiraKira Special!,6.12,"Slice of Life, Comedy, School",Special,1,7696,7612,3267,60,33,117,332,444,355,79,25,10,21
41276,Onigiri ni Naritai Cogimyun,Unknown,"Fantasy, Kids, School",TV,Unknown,11365,17018,84,Unknown,Unknown,Unknown,1,1,Unknown,Unknown,Unknown,Unknown,7
41277,Rainbow Ruby,Unknown,"Kids, Fantasy",TV,26,11661,17265,60,2,Unknown,1,Unknown,1,1,1,2,Unknown,2
41278,Nagseo feat. Yerin Baek,Unknown,"Music, Romance",Music,1,15743,16229,128,3,1,5,7,23,17,7,1,5,6
41279,I'm Just Me,Unknown,"Dementia, Music",Music,1,14554,16236,126,4,Unknown,3,14,19,14,9,4,1,8
41280,Anne's Secret Diary,Unknown,"Dementia, Drama, Music",Movie,3,13293,15780,149,8,Unknown,3,17,17,10,1,4,2,5
41282,Haritsuke,5.54,Hentai,OVA,2,Unknown,8911,1949,38,27,61,134,186,167,115,65,44,37
41283,Cardfight!! Vanguard Gaiden: If,6.41,"Action, Game, Adventure, Comedy, Parody, Demons",TV,25,6362,8912,1932,29,22,59,124,104,63,32,21,13,18
41285,"Hatena☆Illusion: Koi to Mahou no Illusion de, Muchuu Sasechaimasu! Special",5.59,"Comedy, Supernatural, Romance, Ecchi",Special,1,9439,8784,2036,32,16,29,92,178,193,76,37,20,31
41286,Da Wang Bu Gaoxing,6.46,"Comedy, Demons, Magic, Fantasy, School",ONA,12,6082,9222,1727,25,20,50,115,97,68,16,8,10,7
41289,Saezuru Tori wa Habatakanai: The Storm Breaks,Unknown,"Drama, Yaoi",Movie,1,Unknown,6834,4428,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
41290,Saezuru Tori wa Habatakanai: Don't Stay Gold,Unknown,"Drama, Shounen Ai",OVA,1,Unknown,6414,5149,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
41293,Kumo no Mori no Marcus,Unknown,"Adventure, Kids, Fantasy",ONA,1,15209,16801,99,1,Unknown,Unknown,9,14,15,3,1,5,4
41296,Valhait Rising: Kandou e.,Unknown,"Action, Adventure, Fantasy, Game",ONA,1,12754,14836,206,1,2,11,13,34,20,6,8,6,1
41298,Go for 2020,6.03,"Drama, Sports",ONA,1,8090,13633,286,4,Unknown,10,34,40,20,4,4,6,1
41299,Cinderella Girls Gekijou: Extra Stage,Unknown,"Slice of Life, Comedy",ONA,Unknown,13707,10843,851,7,1,6,13,4,4,4,Unknown,1,3
41307,Tokyo 7th Sisters: Bokura wa Aozora ni Naru,Unknown,"Music, Slice of Life, Comedy, School",Movie,1,12554,9522,1538,2,Unknown,Unknown,1,1,Unknown,Unknown,Unknown,1,Unknown
41312,Kami-tachi ni Hirowareta Otoko,6.86,"Adventure, Slice of Life, Magic, Fantasy",TV,12,4193,1585,85100,2644,3230,6932,11883,8170,4328,1768,709,394,240
41317,Shoujo☆Kageki Revue Starlight Re LIVE 1st Anniversary PV,6.2,Music,ONA,1,7354,10949,809,17,10,16,40,44,39,14,9,1,9
41319,A song for You! You? You!!,7.02,Music,Music,1,3551,11078,775,56,50,67,98,78,40,11,5,2,7
41325,Kageyama Tamio no Double Fantasy,Unknown,"Comedy, Horror",Special,1,14771,17175,68,1,Unknown,1,1,3,2,1,Unknown,Unknown,1
41332,Ore no Yubi de Midarero.: Heitengo Futarikiri no Salon de...,5.88,"Ecchi, Romance",TV,8,8589,3810,18091,308,240,451,924,1207,1132,493,261,171,151
41335,Kuuchuu Gunkan Atlantis,Unknown,"Action, Mecha",Movie,1,15237,16153,134,2,2,5,10,14,13,3,1,Unknown,4
41339,Blue: Line Step Brush,5.92,"Slice of Life, Drama",ONA,1,8466,12268,485,12,3,8,32,36,24,7,9,5,3
41340,Uchida Shungicu no Noroi no One-Piece,5.94,"Horror, Romance, Shoujo",Special,1,8402,11293,704,1,12,28,53,68,52,24,10,14,4
41341,Sword Art Online: Alicization - War of Underworld Recap,6.81,"Action, Game, Adventure, Romance, Fantasy",Special,1,4394,3602,20675,724,342,641,1297,1257,663,154,77,45,100
41345,Noblesse,6.83,"Action, Supernatural, Vampire, School",TV,13,4320,933,158196,4118,4520,9605,16362,11212,6036,3308,1520,724,664
41349,Ooya-san to Boku,Unknown,Slice of Life,TV,10,11383,14527,223,2,Unknown,Unknown,2,9,10,3,Unknown,2,7
41353,The God of High School,7.07,"Action, Sci-Fi, Adventure, Comedy, Supernatural, Martial Arts, Fantasy",TV,13,3368,253,480227,20888,30992,56683,67467,39320,20254,11606,5207,2374,1574
41360,ARP Backstage Pass: Celebrate Good Time - Short Stories,5.37,"Music, Comedy",Special,1,9992,11337,691,16,2,10,42,67,52,28,22,22,13
41361,Eiga Daisuki Pompo-san (Movie),Unknown,"Comedy, Drama",Movie,1,Unknown,9080,1840,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
41364,One Room Third Season,6.46,Slice of Life,TV,12,6080,3765,18583,430,311,840,1561,1507,834,315,203,110,100
41370,Sex Friend Osananajimi: Shojo to Doutei wa Hazukashii tte Minna ga Iu kara - The Animation,6.61,Hentai,OVA,1,Unknown,8534,2289,66,93,158,270,236,128,51,27,11,12
41372,Senyoku no Sigrdrifa,6.48,"Action, Military",TV,12,6016,2887,31733,396,475,1263,2336,2137,1315,728,333,182,111
41375,Meltys Quest,6.07,"Hentai, Fantasy",ONA,Unknown,Unknown,9716,1422,40,28,48,101,107,81,41,19,19,17
41379,Kimi wa Kanata,Unknown,"Drama, Fantasy",Movie,1,15012,3519,21545,35,7,17,12,4,4,2,1,1,1
41380,100-man no Inochi no Ue ni Ore wa Tatteiru,6.45,"Action, Game, Drama, Fantasy, Shounen",TV,12,6156,1118,132579,1987,2835,7914,17631,15172,7967,4029,1735,793,509
41381,Garugaku.: Sei Girls Square Gakuin,5.42,"Music, School",TV,Unknown,9892,9775,1388,7,5,8,15,23,48,28,11,15,16
41383,Obake Zukan,Unknown,"Comedy, Demons, Kids, Supernatural, Fantasy",TV,Unknown,11277,12773,387,2,3,1,7,15,18,15,6,5,6
41384,Norimono Man: Mobile Land no Car-kun,Unknown,"Slice of Life, Cars, Comedy, Kids",TV,Unknown,11240,15621,160,1,Unknown,Unknown,1,4,3,2,Unknown,3,3
41389,Tonikaku Kawaii,7.96,"Comedy, Romance, Shounen",TV,12,589,437,317474,24484,30329,51494,34494,11285,4119,1511,704,334,386
41392,Urasekai Picnic,6.53,"Sci-Fi, Adventure, Mystery, Fantasy, Shoujo Ai",TV,12,5723,1982,61416,578,553,1415,2717,2075,1249,583,208,94,96
41396,Yuutousei Ayaka no Uraomote,6.67,Hentai,OVA,Unknown,Unknown,8452,2374,68,63,114,207,175,83,37,15,7,8
41397,Shihai no Kyoudan,6.4,Hentai,OVA,Unknown,Unknown,8006,2805,64,55,127,228,210,151,50,28,12,17
41399,Katarina Nounai Kaigi,5.74,Comedy,ONA,26,9034,8642,2163,26,13,31,100,175,202,41,13,19,12
41401,TV Yarou Nanaana: Kaibutsu Kraken wo Oe!,6.02,"Adventure, Comedy",TV,24,8181,10731,889,19,4,18,33,53,33,11,9,6,17
41402,Mairimashita! Iruma-kun 2nd Season,Unknown,"Comedy, Demons, Supernatural, Fantasy, School, Shounen",TV,Unknown,Unknown,2282,49726,6,1,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
41404,Neko Neko Nihonshi 5th Season,Unknown,"Historical, Parody, Kids, Samurai",TV,Unknown,11116,15546,164,1,Unknown,Unknown,Unknown,3,2,Unknown,1,Unknown,3
41405,Bakugan: Armored Alliance,5.29,"Action, Fantasy, Game",TV,52,10151,9240,1728,31,13,24,64,60,57,39,31,28,48
41409,Wushen Zhuzai,7.1,"Action, Historical, Drama, Martial Arts, Fantasy",ONA,160,3227,9851,1338,42,38,59,78,19,16,6,3,13,21
41412,Corocoro Coronya,Unknown,Kids,ONA,13,13724,17082,79,Unknown,Unknown,Unknown,2,3,4,2,Unknown,Unknown,2
41416,Konglong Baobei Zhi Longshen Yongshi,Unknown,"Action, Sci-Fi, Adventure, Comedy, Kids",TV,52,15135,17488,40,1,Unknown,1,Unknown,Unknown,1,1,1,Unknown,1
41421,Kyouryuu Shoujo Gauko 2nd Season,6.3,"Comedy, Super Power",ONA,19,6901,12239,482,16,8,29,57,70,35,15,3,2,5
41426,Watanuki-san Chi to,Unknown,Slice of Life,TV,12,12815,10650,913,7,3,1,10,11,7,5,3,3,9
41431,Daredemo Nai Monster,Unknown,Music,Music,1,13770,16170,129,6,1,7,11,20,12,7,2,4,6
41433,Akudama Drive,7.75,"Action, Sci-Fi",TV,12,921,719,202536,7524,15074,28105,20525,7652,2872,1214,455,168,182
41439,Beyblade Burst Sparking,6.3,"Action, Sci-Fi, Adventure, Sports, Shounen",ONA,Unknown,6866,8990,1904,94,34,65,86,84,66,23,17,10,13
41440,"Anoyo no Subete wa, Obake-gumi!",Unknown,"Comedy, Supernatural",TV,13,13313,11971,539,2,Unknown,Unknown,2,3,4,3,2,4,9
41443,Shiri Play,Unknown,Dementia,Movie,1,11995,17337,55,Unknown,Unknown,1,2,3,5,5,6,2,5
41444,Enyogu,Unknown,Dementia,Movie,1,13926,17114,74,1,Unknown,2,4,10,10,9,1,3,4
41445,Sasurai Zou-san,Unknown,"Music, Dementia",Movie,1,11844,17343,54,Unknown,Unknown,Unknown,3,10,8,3,3,Unknown,5
41446,Fusuma 2,Unknown,Dementia,Movie,1,14017,17320,57,Unknown,Unknown,Unknown,2,3,10,10,1,4,4
41447,Reinbou,Unknown,"Music, Dementia",Movie,1,11679,16891,97,Unknown,Unknown,1,3,6,17,15,3,2,6
41448,Truth,Unknown,"Music, Dementia",Movie,1,12611,17371,53,Unknown,Unknown,Unknown,4,1,6,4,6,4,4
41449,A Sea Doesn't Tell Much,Unknown,"Music, Dementia",Movie,1,13202,16615,110,2,Unknown,Unknown,5,9,16,16,4,5,8
41450,Big Hits! (Yoriko Mizushiri),Unknown,"Music, Dementia",Movie,1,13436,17250,62,2,Unknown,Unknown,4,4,14,5,2,2,4
41451,Umi,Unknown,"Music, Dementia",Music,1,12712,17344,55,Unknown,Unknown,1,3,7,9,4,2,3,2
41452,Mizushiri Yoriko no Yorinuki Yoriko-san,Unknown,Dementia,Movie,7,15599,17469,42,Unknown,Unknown,Unknown,1,2,7,4,4,2,2
41453,Noctambulist,Unknown,"Music, Dementia",Music,1,11207,17017,83,2,1,5,13,10,4,6,1,Unknown,5
41454,Eizouken Mini Anime,5.56,Comedy,ONA,13,9533,7375,3592,24,7,23,58,129,147,44,19,15,12
41456,"Sentouin, Hakenshimasu!",Unknown,"Action, Comedy, Fantasy",TV,Unknown,Unknown,4446,13176,1,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
41457,86,Unknown,"Sci-Fi, Drama",TV,Unknown,Unknown,3759,19269,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
41458,Origami Ninja Koyankinte,Unknown,"Comedy, Kids",TV,Unknown,11402,17079,79,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,5
41459,Taberu Hitotachi,Unknown,Slice of Life,Movie,1,12320,17158,70,Unknown,Unknown,Unknown,5,8,8,5,5,2,2
41460,Kore ga Masakano Are Deshita: Wakamono no Shoushisha Higai,Unknown,"Drama, Slice of Life",ONA,1,15152,16119,134,3,1,Unknown,3,15,11,6,7,4,11
41461,Date A Live IV,Unknown,"Harem, Comedy, Romance, School",TV,Unknown,Unknown,2151,54581,3,Unknown,Unknown,1,Unknown,1,Unknown,Unknown,Unknown,Unknown
41462,BanG Dream! Film Live 2nd Stage,Unknown,Music,Movie,1,Unknown,8694,2135,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
41466,Kyojinzoku no Hanayome,5.19,"Fantasy, Shounen Ai",TV,9,10345,3956,16850,392,222,398,700,973,1105,789,530,388,524
41467,Bleach: Sennen Kessen-hen,Unknown,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",Unknown,Unknown,Unknown,1986,61371,3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
41468,Burn the Witch,7.18,"Action, Magic, Fantasy, Shounen",Movie,3,2835,1166,126614,2550,5735,15884,20542,9163,3584,1295,438,183,122
41470,Micchiri Wanko! Animation,Unknown,"Comedy, Kids",TV,24,15532,11878,553,3,Unknown,1,1,9,2,2,Unknown,2,3
41471,Kiniro Mosaic: Thank You!!,Unknown,"Slice of Life, Comedy, School, Seinen",Movie,1,Unknown,6292,5424,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
41475,Hulu Xiao Jin Gang,Unknown,"Action, Adventure, Super Power, Kids",OVA,6,14532,16982,85,7,Unknown,6,5,6,2,Unknown,Unknown,Unknown,2
41477,Man with a Mission The Animation,Unknown,"Music, Comedy",ONA,6,15401,14423,228,2,Unknown,3,7,9,15,8,3,4,10
41480,Destiny Child,5.71,"Action, Demons, Magic, Supernatural",ONA,1,9138,11252,723,14,7,23,68,62,75,33,24,12,9
41481,Nana Song,Unknown,"Dementia, Music",Music,1,15755,16756,102,3,Unknown,1,7,15,8,8,6,1,7
41485,Sarashimono,Unknown,Music,Music,1,11806,16474,114,1,1,5,10,18,13,8,4,1,5
41487,Tensei shitara Slime Datta Ken 2nd Season Part 2,Unknown,"Comedy, Fantasy",TV,Unknown,Unknown,1661,81377,2,Unknown,2,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
41488,Tensura Nikki: Tensei shitara Slime Datta Ken,Unknown,"Slice of Life, Comedy, Fantasy, Shounen",TV,Unknown,Unknown,1961,62412,4,1,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
41489,It's Marey O'Clock Now!,Unknown,Dementia,Movie,1,14640,16781,100,1,Unknown,1,1,7,11,9,11,3,7
41490,Kai Ten Ryo Kou Ki with Tavito Nanao,Unknown,"Dementia, Music",Music,1,14777,16973,85,2,Unknown,1,2,15,10,10,3,1,5
41491,Nanatsu no Taizai: Fundo no Shinpan,7.16,"Action, Adventure, Supernatural, Magic, Fantasy, Shounen",TV,24,2948,958,155269,3226,2654,4923,6249,3365,1564,849,394,219,326
41494,Feng Shen Bang Chuanqi,Unknown,"Action, Fantasy",TV,100,13952,17465,44,1,Unknown,Unknown,Unknown,1,Unknown,Unknown,1,Unknown,2
41495,Gravity (2019),Unknown,"Dementia, Music",Music,1,14192,15783,149,4,3,10,20,22,17,6,1,2,4
41496,Koi Nobori,Unknown,"Action, Drama, Music",Music,1,15112,16959,88,4,Unknown,1,11,19,4,7,6,Unknown,3
41497,Fate/Grand Order: Shuukyoku Tokuiten - Kani Jikan Shinden Solomon,Unknown,"Action, Supernatural, Magic, Fantasy",Unknown,Unknown,Unknown,3511,21912,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
41500,Cobalt Memories,Unknown,Music,Music,1,13678,17104,74,3,2,3,9,11,6,2,2,1,Unknown
41503,Jintian Kaishi Zuo Mingxing 2nd Season,Unknown,"Music, Slice of Life, Comedy",ONA,Unknown,Unknown,13818,277,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
41504,Kaibutsu-kun (1980) Specials,Unknown,"Comedy, Horror, Shounen",Special,6,14776,16939,87,1,Unknown,2,4,5,7,Unknown,2,2,3
41505,Pianoman Trailer,5.5,"Music, Psychological",ONA,1,9697,14765,213,5,1,3,15,28,27,15,8,9,9
41509,Qing Chi Hong Xiaodou Ba! 3rd Season,Unknown,"Slice of Life, Comedy",ONA,12,11658,16539,110,1,Unknown,4,2,4,1,2,Unknown,1,7
41511,Ma La Nu Pei,6.9,"Comedy, Romance",ONA,32,4053,8723,2097,28,30,78,91,64,29,14,8,3,6
41512,Kutsujoku 2 The Animation,6.25,Hentai,OVA,2,Unknown,8285,2507,58,52,111,194,243,141,74,38,16,10
41514,Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu. II,Unknown,"Action, Sci-Fi, Adventure, Comedy, Fantasy",TV,Unknown,Unknown,2296,48936,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
41519,Monster Strike the Movie: Lucifer - Zetsubou no Yoake,Unknown,"Action, Game, Fantasy",Movie,1,15650,8167,2606,5,1,3,6,5,1,2,Unknown,1,2
41520,Show by Rock!! Stars!!,6.73,"Music, Comedy",TV,12,4737,6097,5849,74,49,94,141,124,47,19,17,6,16
41521,WIXOSS Diva(A)Live,5.33,"Game, Psychological",TV,Unknown,10086,6030,6023,59,19,53,101,184,176,127,73,67,39
41522,Washimo 8th Season,Unknown,"Sci-Fi, Slice of Life, Comedy, Kids, School",TV,Unknown,12826,17292,61,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,1,Unknown,5
41528,Xing Chen Bian: Yu Li Cang Hai,7.38,"Action, Adventure, Historical, Romance, Martial Arts, Fantasy",ONA,12,1981,9629,1472,83,89,168,180,65,23,12,6,3,4
41529,Duel Masters King,Unknown,"Action, Adventure, Comedy, Shounen",TV,Unknown,13892,12367,461,10,Unknown,Unknown,1,5,5,4,2,5,11
41530,Magia Record: Mahou Shoujo Madoka☆Magica Gaiden (TV) 2nd Season,Unknown,"Psychological, Drama, Magic, Thriller",TV,Unknown,Unknown,3822,18262,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
41531,Hataraku Saibou Black,6.52,"Action, Seinen",ONA,1,5774,7556,3411,60,59,94,196,208,136,21,7,9,7
41534,Sonna Yoru,Unknown,Music,Music,1,12125,17027,81,2,Unknown,3,3,12,12,7,2,Unknown,3
41535,Natsu no Niwa,Unknown,Music,Music,1,11071,15210,184,3,1,14,25,26,16,2,Unknown,1,4
41541,Kimi no Machi nimo Ame wa Furu no Kai?,Unknown,Music,Music,2,15016,17136,72,1,Unknown,1,2,8,12,7,3,2,2
41542,Windows Tablet no Uta,Unknown,"Comedy, Music",ONA,1,12855,15809,148,6,4,5,3,16,12,14,12,6,11
41545,Ogaki Matsuri ni Ikou yo!,Unknown,Romance,ONA,1,11261,12061,515,4,Unknown,3,18,20,31,7,3,7,3
41546,Ninja Box 3rd Season,Unknown,"Action, Comedy, Kids, Fantasy",ONA,Unknown,11196,17330,60,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,1,Unknown,5
41547,Ninjala Episode 0,6.03,"Sci-Fi, Super Power, Martial Arts",ONA,1,8076,14135,249,1,4,11,22,35,26,10,2,4,7
41549,Majutsushi Orphen Hagure Tabi: Tennin no Isan,6.11,"Action, Adventure, Drama, Magic, Martial Arts, Fantasy",Special,1,7794,5816,6611,71,59,198,579,764,462,137,59,35,24
41555,Aikatsu on Parade! (ONA),6.39,"Music, Slice of Life, School, Shoujo",ONA,6,6435,10514,980,24,17,41,100,96,50,23,9,3,5
41556,Maiko-san Chi no Makanai-san,Unknown,"Slice of Life, Comedy, Shounen",TV,12,Unknown,7349,3635,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
41558,Asatir: Mirai no Mukashi Banashi,5.9,Adventure,TV,13,8512,7997,2772,68,22,45,121,162,152,77,48,39,49
41564,Hentatsu (TV) Recap,5.4,"Adventure, Mystery",Special,1,9938,12110,508,4,5,11,27,44,59,26,24,13,23
41567,Isekai Quartet 3,Unknown,"Comedy, Parody, Fantasy",TV,Unknown,Unknown,2490,42114,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
41568,ARP Backstage Pass Special,5.87,Music,Special,1,8614,11124,754,8,5,20,27,36,26,16,16,8,9
41570,Kirameki Inokori Daisensou,6.55,Music,Music,1,5630,14313,244,12,11,23,30,23,13,4,2,4,3
41573,Majutsushi Orphen Hagure Tabi: Kimluck-hen,6.22,"Action, Adventure, Drama, Magic, Martial Arts, Fantasy",TV,11,7264,4493,12505,70,34,108,265,287,152,68,23,23,20
41574,Guraburu!,5.66,"Adventure, Fantasy",TV,12,9248,5050,9296,110,75,161,384,573,640,259,163,96,83
41586,number24 Recap,5.92,"Sports, School",Special,1,8454,9393,1600,34,22,43,74,141,129,35,23,9,17
41587,Boku no Hero Academia 5th Season,Unknown,"Action, Comedy, Super Power, School, Shounen",TV,Unknown,Unknown,627,231671,10,3,5,2,Unknown,Unknown,Unknown,Unknown,Unknown,1
41589,Tokyo Mew Mew New ♡,Unknown,"Sci-Fi, Comedy, Magic, Romance, Fantasy, Shoujo",Unknown,Unknown,Unknown,5798,6719,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
41590,Re:Zero kara Hajimeru Isekai Seikatsu - Hyouketsu no Kizuna - Manner Movie,7.29,Fantasy,Movie,1,2402,3917,17134,573,565,1153,1426,833,374,80,35,20,26
41595,Tiger & Bunny 2,Unknown,"Action, Comedy, Mystery, Super Power",TV,Unknown,Unknown,6258,5511,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
41609,Himitsukessha Taka no Tsume Six: Shimane wa Yatsura Da,Unknown,"Comedy, Parody, Super Power",OVA,1,14428,16957,86,3,Unknown,Unknown,Unknown,4,3,Unknown,1,2,5
41611,Wan Sheng Jie,7.93,"Slice of Life, Comedy, Supernatural",ONA,12,635,5540,7452,414,598,932,619,196,51,17,10,5,18
41619,Munou na Nana,7.33,"Psychological, Shounen, Super Power, Supernatural, Thriller",TV,13,2231,912,161644,4714,9432,21379,21966,9142,3624,1971,1074,587,528
41622,Yogishayo Isoge,Unknown,"Kids, Music, Romance",Music,1,13004,17157,70,1,Unknown,2,2,5,11,6,4,1,2
41623,Isekai Maou to Shoukan Shoujo no Dorei Majutsu Ω,Unknown,"Harem, Comedy, Magic, Ecchi, Fantasy",TV,Unknown,Unknown,1591,85667,11,3,2,1,Unknown,Unknown,1,Unknown,Unknown,Unknown
41632,Wang Gu Shenhua Zhi Tian Xuanzhe,Unknown,"Action, Sci-Fi",ONA,12,12774,10757,873,5,5,10,26,24,18,11,9,2,9
41633,Best Friend,Unknown,"Kids, Music",Music,1,13424,16982,83,3,Unknown,1,3,12,12,5,4,1,2
41634,Puso Ni Comi: Okawari,Unknown,"Game, Comedy, Parody",ONA,26,11646,11828,568,8,8,19,18,20,5,3,2,3,6
41635,Zhu Zhu Xia: Jing Su Xiao Yingxiong,Unknown,"Sci-Fi, Cars, Space, Super Power, Kids",TV,104,13140,17111,75,2,Unknown,1,Unknown,2,2,Unknown,1,Unknown,4
41638,Bite-Choicar,Unknown,"Cars, Kids",TV,26,13467,16027,137,Unknown,Unknown,2,2,1,2,2,2,Unknown,3
41646,Saibou no Fushigi,Unknown,"Kids, Music",Music,1,11755,17230,62,1,Unknown,1,3,5,6,5,6,1,1
41651,Mushiba no Kodomo no Tanjoubi,Unknown,"Kids, Music",Music,1,15714,17193,67,2,Unknown,1,2,5,7,8,3,2,2
41656,Jigueseo Chikyuu no Sora no Shita de,Unknown,"Kids, Music",Music,1,14678,17163,70,2,Unknown,3,8,8,10,3,1,Unknown,2
41659,Kabukichou Sherlock OVA,6.65,"Mystery, Comedy, Drama",OVA,6,5158,6408,5135,54,54,146,336,236,99,30,13,8,8
41660,Yesterday wo Utatte: Haishin-ban Episode,6.66,"Slice of Life, Drama, Romance, Seinen",ONA,6,5114,3935,17169,318,347,1032,2343,1834,875,231,79,40,30
41663,Natsuyasumi no Osakana,Unknown,"Kids, Music",Music,1,11098,17365,54,3,Unknown,1,Unknown,1,4,Unknown,1,Unknown,3
41664,Papa to Rusuban,Unknown,"Kids, Music",Music,1,11463,17178,67,1,Unknown,1,3,3,6,10,4,1,5
41667,Monkateu,Unknown,"Action, Adventure, Fantasy, Kids",TV,52,15640,17143,73,1,1,2,Unknown,4,2,Unknown,3,Unknown,3
41673,Oshiri no Yama wa Everest,Unknown,"Music, Kids",Music,1,11389,16534,112,1,Unknown,1,3,17,11,7,6,3,7
41674,Aria the Crepuscolo,Unknown,"Sci-Fi, Slice of Life, Fantasy, Shounen",Movie,1,Unknown,6533,4942,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
41684,Oka Shika Chika Ika Saka,Unknown,"Kids, Music",Music,1,11314,17099,79,2,Unknown,1,3,6,10,10,2,1,6
41685,Kaze no Organ,Unknown,"Kids, Music",Music,1,14908,17182,66,1,Unknown,2,5,13,12,2,Unknown,1,2
41686,Zo Zo Zo Zombie-kun (TV),Unknown,"Comedy, Kids",TV,100,13156,14639,215,2,4,2,1,8,11,3,3,2,6
41688,Toutotsu ni Egypt Shin,6.52,"Slice of Life, Comedy, Fantasy",ONA,10,5783,7460,3482,64,61,161,301,323,160,57,45,17,12
41691,Ushichichi Tabehoudai! The Animation,5.51,Hentai,ONA,1,Unknown,10006,1237,35,26,40,79,106,100,73,50,30,37
41694,Hataraku Saibou Black (TV),7.57,"Action, Seinen",TV,13,1369,1200,123446,1188,1892,4929,4700,1441,503,143,65,25,30
41707,Chanto Kao ni Kaite Aru,Unknown,"Kids, Music",Music,1,13576,17173,69,3,Unknown,1,2,9,7,8,4,Unknown,4
41708,Free,Unknown,"Music, Dementia",Music,1,13975,17043,80,2,1,Unknown,3,7,5,6,5,3,2
41709,Ibitsu,Unknown,"Music, Mecha",Music,1,14562,17209,65,3,Unknown,2,4,6,5,6,1,2,2
